gene_id,heritability,Chromosome
ENSG00000118557,0.999999,16
ENSG00000118564,0.887034,4
ENSG00000118579,1e-06,4
ENSG00000118596,0.022702,12
ENSG00000118600,1e-06,12
ENSG00000118620,1e-06,19
ENSG00000118640,1e-06,2
ENSG00000118655,0.74668,1
ENSG00000118680,0.999999,18
ENSG00000118689,0.999999,6
ENSG00000118690,0.999999,6
ENSG00000118705,0.450889,20
ENSG00000118707,1e-06,20
ENSG00000118733,0.251634,1
ENSG00000118762,0.303518,4
ENSG00000118777,1e-06,4
ENSG00000118785,0.122557,4
ENSG00000118804,0.362358,4
ENSG00000118816,1e-06,4
ENSG00000118849,0.745274,3
ENSG00000118855,0.999999,3
ENSG00000118873,1e-06,1
ENSG00000118898,0.053575,16
ENSG00000118900,0.998675,16
ENSG00000118903,1e-06,13
ENSG00000118922,1e-06,13
ENSG00000118939,0.999999,13
ENSG00000118960,0.917008,2
ENSG00000118965,1e-06,2
ENSG00000118971,0.999999,12
ENSG00000118985,0.556362,5
ENSG00000118997,1e-06,2
ENSG00000119004,0.771087,2
ENSG00000119013,1e-06,2
ENSG00000119041,0.828722,2
ENSG00000119042,1e-06,2
ENSG00000119048,0.999999,5
ENSG00000119125,0.999999,9
ENSG00000119138,0.999999,9
ENSG00000119139,0.079321,9
ENSG00000119185,1e-06,2
ENSG00000119203,0.865321,2
ENSG00000119227,1e-06,3
ENSG00000119231,1e-06,3
ENSG00000119242,1e-06,12
ENSG00000119280,0.999999,1
ENSG00000119283,0.04895,1
ENSG00000119285,0.999999,1
ENSG00000119314,0.999999,9
ENSG00000119318,1e-06,9
ENSG00000119321,0.22559,9
ENSG00000119326,0.999999,9
ENSG00000119328,1e-06,9
ENSG00000119333,1e-06,9
ENSG00000119335,0.917717,9
ENSG00000119383,0.193892,9
ENSG00000119392,0.999999,9
ENSG00000119396,1e-06,9
ENSG00000119397,0.478645,9
ENSG00000119401,1e-06,9
ENSG00000119402,0.656163,9
ENSG00000119403,0.716492,9
ENSG00000119408,1e-06,9
ENSG00000119411,0.999999,9
ENSG00000119414,1e-06,9
ENSG00000119421,0.558697,9
ENSG00000119431,0.999999,9
ENSG00000119446,0.04754,9
ENSG00000119471,1e-06,9
ENSG00000119487,0.999999,9
ENSG00000119508,0.72382,9
ENSG00000119509,1e-06,9
ENSG00000119514,0.025983,9
ENSG00000119522,0.41471,9
ENSG00000119523,1e-06,9
ENSG00000119535,1e-06,1
ENSG00000119537,0.999999,18
ENSG00000119541,0.650758,18
ENSG00000119547,1e-06,18
ENSG00000119559,0.782429,19
ENSG00000119574,1e-06,19
ENSG00000119596,0.600607,14
ENSG00000119599,1e-06,14
ENSG00000119608,1e-06,14
ENSG00000119614,1e-06,14
ENSG00000119616,1e-06,14
ENSG00000119630,1e-06,14
ENSG00000119632,0.569855,14
ENSG00000119638,0.399912,14
ENSG00000119640,0.148523,14
ENSG00000119650,1e-06,14
ENSG00000119655,0.999999,14
ENSG00000119661,0.101508,14
ENSG00000119669,0.999999,14
ENSG00000119673,0.762447,14
ENSG00000119681,1e-06,14
ENSG00000119682,0.999999,14
ENSG00000119684,0.736929,14
ENSG00000119685,0.030064,14
ENSG00000119686,1e-06,14
ENSG00000119688,0.32571,14
ENSG00000119689,1e-06,14
ENSG00000119698,0.901182,14
ENSG00000119699,0.519205,14
ENSG00000119703,0.901529,14
ENSG00000119705,1e-06,14
ENSG00000119707,0.023699,14
ENSG00000119711,1e-06,14
ENSG00000119714,0.99672,14
ENSG00000119715,1e-06,14
ENSG00000119718,0.999999,14
ENSG00000119720,0.999999,14
ENSG00000119723,1e-06,14
ENSG00000119725,0.365983,14
ENSG00000119729,0.999999,2
ENSG00000119737,1e-06,2
ENSG00000119760,1e-06,2
ENSG00000119771,0.931386,2
ENSG00000119772,0.82413,2
ENSG00000119777,0.632925,2
ENSG00000119778,1e-06,2
ENSG00000119782,0.776101,2
ENSG00000119787,1e-06,2
ENSG00000119801,0.999999,2
ENSG00000119812,0.641598,2
ENSG00000119820,1e-06,2
ENSG00000119844,0.098943,2
ENSG00000119862,0.965702,2
ENSG00000119866,0.999999,2
ENSG00000119878,0.999999,2
ENSG00000119888,1e-06,2
ENSG00000119899,1e-06,6
ENSG00000119900,1e-06,6
ENSG00000119912,0.513443,10
ENSG00000119915,1e-06,10
ENSG00000119917,0.999999,10
ENSG00000119922,0.781034,10
ENSG00000119927,0.946594,10
ENSG00000119929,0.94915,10
ENSG00000119938,1e-06,10
ENSG00000119943,0.645381,10
ENSG00000119946,0.999999,10
ENSG00000119950,0.98049,10
ENSG00000119953,0.542388,10
ENSG00000119965,0.803562,10
ENSG00000119969,1e-06,10
ENSG00000119977,1e-06,10
ENSG00000119979,0.999999,10
ENSG00000119986,0.30817,10
ENSG00000120008,0.031517,10
ENSG00000120029,0.761523,10
ENSG00000120049,1e-06,10
ENSG00000120053,0.999999,10
ENSG00000120055,0.999999,10
ENSG00000120063,0.827794,17
ENSG00000120071,0.074675,17
ENSG00000120093,0.999999,17
ENSG00000120129,0.999999,5
ENSG00000120137,0.385751,5
ENSG00000120158,0.195531,9
ENSG00000120159,1e-06,9
ENSG00000120162,0.999999,9
ENSG00000120215,1e-06,9
ENSG00000120217,1e-06,9
ENSG00000120235,0.588602,9
ENSG00000120253,0.379143,6
ENSG00000120254,0.999999,6
ENSG00000120256,0.792619,6
ENSG00000120265,0.756062,6
ENSG00000120278,0.965817,6
ENSG00000120306,0.999999,5
ENSG00000120314,1e-06,5
ENSG00000120332,0.999999,1
ENSG00000120333,0.635263,1
ENSG00000120334,1e-06,1
ENSG00000120341,1e-06,1
ENSG00000120370,0.999999,1
ENSG00000120437,0.642508,6
ENSG00000120438,0.999999,6
ENSG00000120451,0.773229,11
ENSG00000120457,1e-06,11
ENSG00000120458,0.490967,11
ENSG00000120519,0.999999,4
ENSG00000120526,1e-06,8
ENSG00000120533,0.25961,8
ENSG00000120539,0.288845,10
ENSG00000120549,0.623452,10
ENSG00000120555,0.073288,10
ENSG00000120594,0.999999,10
ENSG00000120616,1e-06,10
ENSG00000120647,1e-06,12
ENSG00000120656,1e-06,1
ENSG00000120658,0.963079,13
ENSG00000120659,0.388969,13
ENSG00000120662,0.999999,13
ENSG00000120675,1e-06,13
ENSG00000120685,0.109383,13
ENSG00000120686,0.646503,13
ENSG00000120688,0.515147,13
ENSG00000120690,0.591766,13
ENSG00000120693,1e-06,13
ENSG00000120694,0.415307,13
ENSG00000120696,0.694052,13
ENSG00000120697,0.01633,13
ENSG00000120699,0.696802,13
ENSG00000120705,0.266673,5
ENSG00000120708,0.379048,5
ENSG00000120709,0.999999,5
ENSG00000120725,0.165647,5
ENSG00000120727,0.358132,5
ENSG00000120729,1e-06,5
ENSG00000120733,1e-06,5
ENSG00000120738,1e-06,5
ENSG00000120742,1e-06,3
ENSG00000120756,1e-06,3
ENSG00000120784,1e-06,19
ENSG00000120798,0.388829,12
ENSG00000120800,0.999999,12
ENSG00000120802,0.450124,12
ENSG00000120805,1e-06,12
ENSG00000120820,1e-06,12
ENSG00000120833,0.999999,12
ENSG00000120837,1e-06,12
ENSG00000120860,1e-06,12
ENSG00000120868,1e-06,12
ENSG00000120875,0.999999,8
ENSG00000120885,0.987201,8
ENSG00000120889,0.912951,8
ENSG00000120896,0.999999,8
ENSG00000120899,0.220388,8
ENSG00000120903,1e-06,8
ENSG00000120910,0.999999,8
ENSG00000120913,0.076491,8
ENSG00000120915,0.999999,8
ENSG00000120925,0.999999,8
ENSG00000120942,0.688837,1
ENSG00000120948,1e-06,1
ENSG00000120949,1e-06,1
ENSG00000120963,1e-06,8
ENSG00000120992,1e-06,8
ENSG00000121022,0.45906,8
ENSG00000121039,0.999999,8
ENSG00000121053,1e-06,17
ENSG00000121057,1e-06,17
ENSG00000121058,0.999999,17
ENSG00000121060,1e-06,17
ENSG00000121064,0.283051,17
ENSG00000121067,0.723945,17
ENSG00000121073,1e-06,17
ENSG00000121075,1e-06,17
ENSG00000121101,0.999999,17
ENSG00000121104,1e-06,17
ENSG00000121152,0.802568,2
ENSG00000121210,1e-06,4
ENSG00000121211,1e-06,4
ENSG00000121236,1e-06,11
ENSG00000121270,0.999999,16
ENSG00000121274,0.999999,16
ENSG00000121281,1e-06,16
ENSG00000121289,1e-06,19
ENSG00000121310,0.93884,1
ENSG00000121316,0.339537,12
ENSG00000121318,0.999999,12
ENSG00000121350,1e-06,12
ENSG00000121380,0.999999,12
ENSG00000121390,0.107109,13
ENSG00000121406,0.26452,19
ENSG00000121410,0.803648,19
ENSG00000121413,0.138666,19
ENSG00000121417,1e-06,19
ENSG00000121440,0.28248,3
ENSG00000121454,0.339899,1
ENSG00000121481,0.999999,1
ENSG00000121486,1e-06,1
ENSG00000121542,1e-06,3
ENSG00000121552,1e-06,3
ENSG00000121577,0.633019,3
ENSG00000121578,0.9623,3
ENSG00000121579,0.695018,3
ENSG00000121594,0.163122,3
ENSG00000121621,0.341167,11
ENSG00000121644,0.320636,1
ENSG00000121653,1e-06,11
ENSG00000121671,0.404809,11
ENSG00000121680,1e-06,11
ENSG00000121690,0.999999,11
ENSG00000121691,0.999999,11
ENSG00000121716,0.621659,7
ENSG00000121742,0.999999,13
ENSG00000121743,0.044622,13
ENSG00000121749,1e-06,12
ENSG00000121766,1e-06,1
ENSG00000121769,1e-06,1
ENSG00000121774,1e-06,1
ENSG00000121775,0.80323,1
ENSG00000121797,1e-06,3
ENSG00000121807,0.999999,3
ENSG00000121851,0.348304,1
ENSG00000121858,0.999999,3
ENSG00000121864,1e-06,3
ENSG00000121879,1e-06,3
ENSG00000121892,1e-06,4
ENSG00000121895,0.999999,4
ENSG00000121897,0.539755,4
ENSG00000121898,0.780335,10
ENSG00000121900,0.201378,1
ENSG00000121903,0.999999,1
ENSG00000121905,1e-06,1
ENSG00000121931,0.999999,1
ENSG00000121940,0.837001,1
ENSG00000121957,1e-06,1
ENSG00000121964,0.044056,2
ENSG00000121966,0.999999,2
ENSG00000121988,0.377737,2
ENSG00000121989,1e-06,2
ENSG00000122008,1e-06,5
ENSG00000122025,0.999999,13
ENSG00000122026,1e-06,13
ENSG00000122033,0.999999,13
ENSG00000122034,1e-06,13
ENSG00000122035,0.999999,13
ENSG00000122042,0.999999,13
ENSG00000122068,1e-06,3
ENSG00000122140,0.719586,9
ENSG00000122176,1e-06,1
ENSG00000122188,0.999999,1
ENSG00000122194,0.168177,6
ENSG00000122203,1e-06,5
ENSG00000122218,0.104807,1
ENSG00000122223,0.271512,1
ENSG00000122224,0.819751,1
ENSG00000122257,1e-06,16
ENSG00000122299,0.999999,16
ENSG00000122335,1e-06,6
ENSG00000122359,0.999999,10
ENSG00000122367,0.473959,10
ENSG00000122376,1e-06,10
ENSG00000122378,0.999999,10
ENSG00000122386,0.999999,16
ENSG00000122390,0.166197,16
ENSG00000122406,0.482637,1
ENSG00000122417,1e-06,1
ENSG00000122435,0.146118,1
ENSG00000122477,1e-06,1
ENSG00000122481,0.999999,1
ENSG00000122482,1e-06,1
ENSG00000122483,0.999999,1
ENSG00000122484,1e-06,1
ENSG00000122490,1e-06,18
ENSG00000122507,0.094415,7
ENSG00000122512,1e-06,7
ENSG00000122515,0.999999,7
ENSG00000122545,1e-06,7
ENSG00000122547,0.999999,7
ENSG00000122550,1e-06,7
ENSG00000122557,0.22609,7
ENSG00000122565,0.110479,7
ENSG00000122566,0.055103,7
ENSG00000122591,0.999999,7
ENSG00000122641,0.39226,7
ENSG00000122642,0.465352,7
ENSG00000122643,0.953748,7
ENSG00000122644,1e-06,7
ENSG00000122674,1e-06,7
ENSG00000122678,0.194447,7
ENSG00000122687,0.340492,7
ENSG00000122692,1e-06,9
ENSG00000122694,0.999999,9
ENSG00000122696,1e-06,9
ENSG00000122705,1e-06,9
ENSG00000122707,0.999999,9
ENSG00000122728,0.311611,9
ENSG00000122729,0.175571,9
ENSG00000122741,1e-06,9
ENSG00000122778,0.085399,7
ENSG00000122779,0.871804,7
ENSG00000122783,0.999999,7
ENSG00000122786,0.059973,7
ENSG00000122852,1e-06,10
ENSG00000122859,0.999999,10
ENSG00000122861,1e-06,10
ENSG00000122862,0.850735,10
ENSG00000122863,1e-06,10
ENSG00000122873,0.191906,10
ENSG00000122877,0.673852,10
ENSG00000122882,1e-06,10
ENSG00000122884,0.362415,10
ENSG00000122912,1e-06,10
ENSG00000122952,1e-06,10
ENSG00000122958,0.999999,10
ENSG00000122965,0.778769,12
ENSG00000122966,0.999999,12
ENSG00000122970,0.225316,12
ENSG00000122971,0.249992,12
ENSG00000122986,0.956197,12
ENSG00000123064,0.075033,12
ENSG00000123066,0.999999,12
ENSG00000123080,0.999999,1
ENSG00000123091,0.164224,1
ENSG00000123094,0.999999,12
ENSG00000123095,0.291409,12
ENSG00000123096,0.999999,12
ENSG00000123104,0.999999,12
ENSG00000123106,1e-06,12
ENSG00000123119,0.965779,8
ENSG00000123124,0.682981,8
ENSG00000123136,1e-06,19
ENSG00000123143,0.306093,19
ENSG00000123144,1e-06,19
ENSG00000123154,1e-06,19
ENSG00000123159,0.5042,19
ENSG00000123178,0.813792,13
ENSG00000123179,0.999999,13
ENSG00000123191,0.999999,13
ENSG00000123200,1e-06,13
ENSG00000123213,0.999999,5
ENSG00000123219,0.849436,5
ENSG00000123240,0.97879,10
ENSG00000123243,1e-06,10
ENSG00000123268,0.395547,12
ENSG00000123297,0.999999,12
ENSG00000123329,1e-06,12
ENSG00000123338,0.999589,12
ENSG00000123342,0.309161,12
ENSG00000123349,1e-06,12
ENSG00000123352,1e-06,12
ENSG00000123353,1e-06,12
ENSG00000123358,0.038052,12
ENSG00000123360,0.999999,12
ENSG00000123374,1e-06,12
ENSG00000123384,0.983333,12
ENSG00000123395,1e-06,12
ENSG00000123411,1e-06,12
ENSG00000123415,1e-06,12
ENSG00000123416,0.404995,12
ENSG00000123427,1e-06,12
ENSG00000123444,1e-06,11
ENSG00000123453,0.052621,9
ENSG00000123454,1e-06,9
ENSG00000123472,1e-06,1
ENSG00000123473,1e-06,1
ENSG00000123485,0.999999,2
ENSG00000123500,1e-06,6
ENSG00000123505,0.426531,6
ENSG00000123545,0.999999,6
ENSG00000123552,1e-06,6
ENSG00000123600,1e-06,2
ENSG00000123607,0.338734,2
ENSG00000123609,0.999999,2
ENSG00000123610,1e-06,2
ENSG00000123612,0.999999,2
ENSG00000123643,1e-06,5
ENSG00000123684,0.999999,1
ENSG00000123685,0.723055,1
ENSG00000123689,0.999999,1
ENSG00000123700,0.999999,17
ENSG00000123737,0.999999,4
ENSG00000123739,1e-06,4
ENSG00000123810,0.649462,19
ENSG00000123815,0.999999,19
ENSG00000123836,1e-06,1
ENSG00000123843,0.25039,1
ENSG00000123870,1e-06,19
ENSG00000123892,0.999999,11
ENSG00000123901,1e-06,11
ENSG00000123908,0.999999,8
ENSG00000123933,0.886667,4
ENSG00000123975,0.985803,9
ENSG00000123983,1e-06,2
ENSG00000123989,0.773651,2
ENSG00000123992,1e-06,2
ENSG00000124006,0.186341,2
ENSG00000124019,0.999999,2
ENSG00000124067,1e-06,16
ENSG00000124074,0.999999,16
ENSG00000124091,0.42363,20
ENSG00000124092,1e-06,20
ENSG00000124098,0.262779,20
ENSG00000124103,1e-06,20
ENSG00000124104,0.537575,20
ENSG00000124116,0.773067,20
ENSG00000124120,0.313746,20
ENSG00000124126,0.503095,20
ENSG00000124134,0.999999,20
ENSG00000124140,1e-06,20
ENSG00000124143,0.545421,20
ENSG00000124145,0.999999,20
ENSG00000124151,0.999999,20
ENSG00000124155,0.127851,20
ENSG00000124160,1e-06,20
ENSG00000124164,0.834872,20
ENSG00000124171,0.999681,20
ENSG00000124172,0.651129,20
ENSG00000124177,0.999999,20
ENSG00000124181,0.392498,20
ENSG00000124191,0.999999,20
ENSG00000124193,0.579022,20
ENSG00000124194,0.404553,20
ENSG00000124196,1e-06,20
ENSG00000124198,0.999999,20
ENSG00000124201,0.536246,20
ENSG00000124203,0.116999,20
ENSG00000124207,0.999999,20
ENSG00000124209,0.166539,20
ENSG00000124214,1e-06,20
ENSG00000124215,1e-06,20
ENSG00000124216,0.999999,20
ENSG00000124217,1e-06,20
ENSG00000124222,1e-06,20
ENSG00000124224,0.999999,20
ENSG00000124225,0.999999,20
ENSG00000124226,0.778325,20
ENSG00000124228,0.999999,20
ENSG00000124243,0.999999,20
ENSG00000124251,1e-06,20
ENSG00000124253,0.011399,20
ENSG00000124256,0.805353,20
ENSG00000124257,0.999999,20
ENSG00000124275,1e-06,5
ENSG00000124279,0.999999,5
ENSG00000124299,0.37037,19
ENSG00000124356,0.542794,2
ENSG00000124357,0.999999,2
ENSG00000124370,0.963419,2
ENSG00000124374,0.98178,2
ENSG00000124380,0.999999,2
ENSG00000124383,1e-06,2
ENSG00000124391,0.196973,16
ENSG00000124406,0.839536,4
ENSG00000124422,1e-06,17
ENSG00000124444,1e-06,19
ENSG00000124459,0.668274,19
ENSG00000124466,0.999999,19
ENSG00000124491,0.999999,6
ENSG00000124493,1e-06,6
ENSG00000124496,0.999999,6
ENSG00000124507,1e-06,6
ENSG00000124508,1e-06,6
ENSG00000124523,1e-06,6
ENSG00000124532,0.329795,6
ENSG00000124535,1e-06,6
ENSG00000124541,1e-06,6
ENSG00000124549,1e-06,6
ENSG00000124557,0.999999,6
ENSG00000124562,0.624708,6
ENSG00000124570,1e-06,6
ENSG00000124571,0.37992,6
ENSG00000124574,0.999999,6
ENSG00000124575,1e-06,6
ENSG00000124587,0.999999,6
ENSG00000124588,0.999999,6
ENSG00000124593,1e-06,6
ENSG00000124596,1e-06,6
ENSG00000124602,1e-06,6
ENSG00000124608,0.272883,6
ENSG00000124613,0.028408,6
ENSG00000124614,0.635967,6
ENSG00000124615,0.005031,6
ENSG00000124635,0.999999,6
ENSG00000124641,0.452231,6
ENSG00000124657,0.999999,6
ENSG00000124659,1e-06,6
ENSG00000124664,0.068905,6
ENSG00000124678,1e-06,6
ENSG00000124688,0.150247,6
ENSG00000124701,0.937551,6
ENSG00000124702,0.075738,6
ENSG00000124713,0.999999,6
ENSG00000124721,0.999999,6
ENSG00000124731,0.835896,6
ENSG00000124733,0.999999,6
ENSG00000124743,0.999999,6
ENSG00000124762,0.996869,6
ENSG00000124766,0.170453,6
ENSG00000124767,0.999999,6
ENSG00000124772,0.116449,6
ENSG00000124782,1e-06,6
ENSG00000124783,1e-06,6
ENSG00000124784,0.999999,6
ENSG00000124785,0.927704,6
ENSG00000124786,0.979481,6
ENSG00000124787,0.999999,6
ENSG00000124788,0.999999,6
ENSG00000124789,0.999999,6
ENSG00000124795,0.384528,6
ENSG00000124802,1e-06,6
ENSG00000124813,0.999999,6
ENSG00000124831,0.226409,2
ENSG00000124839,0.999999,2
ENSG00000124882,0.999999,4
ENSG00000124920,0.621247,11
ENSG00000124942,0.999999,11
ENSG00000125037,0.999999,3
ENSG00000125046,0.280479,3
ENSG00000125089,1e-06,4
ENSG00000125107,1e-06,16
ENSG00000125122,1e-06,16
ENSG00000125124,1e-06,16
ENSG00000125144,0.643906,16
ENSG00000125148,1e-06,16
ENSG00000125149,0.999999,16
ENSG00000125166,0.699025,16
ENSG00000125170,0.591304,16
ENSG00000125245,0.999999,13
ENSG00000125246,0.053301,13
ENSG00000125247,0.307483,13
ENSG00000125249,0.799589,13
ENSG00000125255,1e-06,13
ENSG00000125257,0.999999,13
ENSG00000125266,0.999999,13
ENSG00000125304,0.999999,13
ENSG00000125319,0.999999,17
ENSG00000125347,0.380754,5
ENSG00000125375,0.33809,14
ENSG00000125378,0.996291,14
ENSG00000125384,0.814079,14
ENSG00000125386,1e-06,4
ENSG00000125388,1e-06,4
ENSG00000125398,1e-06,17
ENSG00000125430,1e-06,17
ENSG00000125434,0.999999,17
ENSG00000125445,0.214628,17
ENSG00000125447,0.274844,17
ENSG00000125449,1e-06,17
ENSG00000125450,0.999999,17
ENSG00000125454,0.15221,17
ENSG00000125457,0.829522,17
ENSG00000125458,0.30296,17
ENSG00000125459,1e-06,1
ENSG00000125462,0.821662,1
ENSG00000125482,1e-06,9
ENSG00000125484,1e-06,9
ENSG00000125485,0.999999,9
ENSG00000125503,0.382051,19
ENSG00000125508,1e-06,20
ENSG00000125510,0.127505,20
ENSG00000125514,1e-06,20
ENSG00000125520,1e-06,20
ENSG00000125531,1e-06,20
ENSG00000125534,0.450049,20
ENSG00000125538,0.999999,2
ENSG00000125611,0.287255,2
ENSG00000125618,0.38045,2
ENSG00000125629,0.659903,2
ENSG00000125630,0.701138,2
ENSG00000125633,1e-06,2
ENSG00000125637,0.052964,2
ENSG00000125648,0.999999,19
ENSG00000125650,1e-06,19
ENSG00000125651,0.842554,19
ENSG00000125652,0.027379,19
ENSG00000125656,0.999999,19
ENSG00000125657,0.055975,19
ENSG00000125686,0.999999,17
ENSG00000125691,1e-06,17
ENSG00000125703,0.263052,1
ENSG00000125726,0.999999,19
ENSG00000125730,1e-06,19
ENSG00000125731,0.351169,19
ENSG00000125733,0.999999,19
ENSG00000125734,1e-06,19
ENSG00000125735,0.830675,19
ENSG00000125740,0.999999,19
ENSG00000125741,1e-06,19
ENSG00000125743,0.756595,19
ENSG00000125744,0.893238,19
ENSG00000125746,0.03553,19
ENSG00000125753,0.281575,19
ENSG00000125755,0.953122,19
ENSG00000125772,0.999999,20
ENSG00000125775,0.999999,20
ENSG00000125779,0.433494,20
ENSG00000125798,1e-06,20
ENSG00000125804,0.999999,20
ENSG00000125810,1e-06,20
ENSG00000125812,0.999999,20
ENSG00000125814,1e-06,20
ENSG00000125817,0.563828,20
ENSG00000125818,0.999999,20
ENSG00000125821,1e-06,20
ENSG00000125826,0.968026,20
ENSG00000125827,0.999999,20
ENSG00000125834,1e-06,20
ENSG00000125835,0.907742,20
ENSG00000125841,0.999999,20
ENSG00000125843,1e-06,20
ENSG00000125844,0.146761,20
ENSG00000125845,0.919127,20
ENSG00000125846,0.556696,20
ENSG00000125848,0.892515,20
ENSG00000125863,1e-06,20
ENSG00000125868,0.482432,20
ENSG00000125869,1e-06,20
ENSG00000125870,0.081748,20
ENSG00000125871,0.999999,20
ENSG00000125875,0.999999,20
ENSG00000125877,0.999999,20
ENSG00000125878,0.66317,20
ENSG00000125885,0.802037,20
ENSG00000125895,1e-06,20
ENSG00000125898,0.098391,20
ENSG00000125901,0.999999,20
ENSG00000125910,0.225002,19
ENSG00000125912,0.999999,19
ENSG00000125944,1e-06,1
ENSG00000125945,0.478067,1
ENSG00000125952,0.999999,14
ENSG00000125966,0.999999,20
ENSG00000125967,1e-06,20
ENSG00000125968,0.165882,20
ENSG00000125970,0.263424,20
ENSG00000125971,0.54151,20
ENSG00000125977,0.542046,20
ENSG00000125991,0.075969,20
ENSG00000125995,1e-06,20
ENSG00000126001,1e-06,20
ENSG00000126003,0.222879,20
ENSG00000126005,0.999999,20
ENSG00000126062,0.377451,3
ENSG00000126067,0.999999,1
ENSG00000126070,0.999999,1
ENSG00000126088,0.999999,1
ENSG00000126091,1e-06,1
ENSG00000126106,1e-06,1
ENSG00000126107,0.999999,1
ENSG00000126214,1e-06,14
ENSG00000126215,0.999999,14
ENSG00000126216,0.223806,13
ENSG00000126217,1e-06,13
ENSG00000126226,0.086226,13
ENSG00000126231,1e-06,13
ENSG00000126243,0.953618,19
ENSG00000126246,0.999999,19
ENSG00000126247,0.195108,19
ENSG00000126249,0.999999,19
ENSG00000126254,0.390781,19
ENSG00000126259,1e-06,19
ENSG00000126261,0.796096,19
ENSG00000126262,0.2946,19
ENSG00000126264,1e-06,19
ENSG00000126266,1e-06,19
ENSG00000126267,0.999999,19
ENSG00000126351,0.005565,17
ENSG00000126353,0.999999,17
ENSG00000126368,0.999999,17
ENSG00000126391,1e-06,11
ENSG00000126432,0.999999,11
ENSG00000126453,1e-06,19
ENSG00000126456,0.999999,19
ENSG00000126457,0.821999,19
ENSG00000126458,1e-06,19
ENSG00000126460,1e-06,19
ENSG00000126461,0.999999,19
ENSG00000126464,0.999999,19
ENSG00000126467,0.571294,19
ENSG00000126500,0.837718,11
ENSG00000126522,1e-06,7
ENSG00000126524,0.407155,7
ENSG00000126561,1e-06,17
ENSG00000126562,1e-06,17
ENSG00000126602,0.026755,16
ENSG00000126603,0.999999,16
ENSG00000126653,1e-06,17
ENSG00000126698,0.999999,1
ENSG00000126705,0.349131,1
ENSG00000126709,0.647299,1
ENSG00000126746,0.010568,12
ENSG00000126749,1e-06,12
ENSG00000126773,0.334516,14
ENSG00000126775,1e-06,14
ENSG00000126777,0.999999,14
ENSG00000126778,1e-06,14
ENSG00000126787,1e-06,14
ENSG00000126790,0.999999,14
