gene_id,heritability,Chromosome
ENSG00000140848,1e-06,16
ENSG00000140853,1e-06,16
ENSG00000140854,1e-06,16
ENSG00000140859,0.233152,16
ENSG00000140876,0.295342,16
ENSG00000140905,0.95465,16
ENSG00000140931,0.999999,16
ENSG00000140937,1e-06,16
ENSG00000140939,0.999999,16
ENSG00000140941,0.070131,16
ENSG00000140943,1e-06,16
ENSG00000140945,0.324789,16
ENSG00000140948,1e-06,16
ENSG00000140950,0.307682,16
ENSG00000140955,0.999999,16
ENSG00000140961,1e-06,16
ENSG00000140968,1e-06,16
ENSG00000140983,1e-06,16
ENSG00000140986,0.017075,16
ENSG00000140987,1e-06,16
ENSG00000140988,0.433201,16
ENSG00000140990,0.999999,16
ENSG00000140992,0.777758,16
ENSG00000140993,0.999999,16
ENSG00000140995,0.287931,16
ENSG00000141002,0.187392,16
ENSG00000141012,0.790956,16
ENSG00000141013,0.525942,16
ENSG00000141026,0.999999,17
ENSG00000141027,1e-06,17
ENSG00000141028,0.232556,17
ENSG00000141030,0.485081,17
ENSG00000141034,0.004389,17
ENSG00000141040,1e-06,17
ENSG00000141068,0.999999,17
ENSG00000141076,0.935136,16
ENSG00000141084,0.999999,16
ENSG00000141086,0.999999,16
ENSG00000141098,0.999999,16
ENSG00000141101,1e-06,16
ENSG00000141127,1e-06,17
ENSG00000141179,0.999999,17
ENSG00000141198,0.450347,17
ENSG00000141219,1e-06,17
ENSG00000141232,1e-06,17
ENSG00000141252,0.269152,17
ENSG00000141258,1e-06,17
ENSG00000141279,1e-06,17
ENSG00000141293,1e-06,17
ENSG00000141294,0.549002,17
ENSG00000141295,0.999999,17
ENSG00000141298,1e-06,17
ENSG00000141314,0.999999,17
ENSG00000141316,1e-06,17
ENSG00000141337,1e-06,17
ENSG00000141349,0.999999,17
ENSG00000141367,1e-06,17
ENSG00000141376,0.613356,17
ENSG00000141378,1e-06,17
ENSG00000141380,0.451215,18
ENSG00000141384,0.783222,18
ENSG00000141385,1e-06,18
ENSG00000141401,0.999999,18
ENSG00000141404,1e-06,18
ENSG00000141424,0.999999,18
ENSG00000141425,0.999999,18
ENSG00000141428,1e-06,18
ENSG00000141429,0.095724,18
ENSG00000141434,0.999999,18
ENSG00000141437,0.40455,18
ENSG00000141441,0.999999,18
ENSG00000141446,1e-06,18
ENSG00000141447,0.4946,18
ENSG00000141448,0.367463,18
ENSG00000141449,1e-06,18
ENSG00000141452,0.999999,18
ENSG00000141456,0.542817,17
ENSG00000141458,0.999999,18
ENSG00000141469,0.999999,18
ENSG00000141480,0.999999,17
ENSG00000141485,1e-06,17
ENSG00000141499,1e-06,17
ENSG00000141503,0.999999,17
ENSG00000141504,1e-06,17
ENSG00000141505,1e-06,17
ENSG00000141506,0.999999,17
ENSG00000141510,0.772889,17
ENSG00000141522,0.94998,17
ENSG00000141524,0.126904,17
ENSG00000141526,0.325381,17
ENSG00000141527,1e-06,17
ENSG00000141540,0.349885,17
ENSG00000141542,0.06764,17
ENSG00000141543,0.072869,17
ENSG00000141551,1e-06,17
ENSG00000141552,0.150052,17
ENSG00000141556,0.582536,17
ENSG00000141560,1e-06,17
ENSG00000141562,1e-06,17
ENSG00000141564,0.999999,17
ENSG00000141568,0.757552,17
ENSG00000141569,0.999999,17
ENSG00000141570,0.586281,17
ENSG00000141574,0.999999,17
ENSG00000141576,0.53526,17
ENSG00000141577,0.451572,17
ENSG00000141579,1e-06,17
ENSG00000141580,0.999999,17
ENSG00000141582,1e-06,17
ENSG00000141622,0.41584,18
ENSG00000141627,1e-06,18
ENSG00000141639,1e-06,18
ENSG00000141642,1e-06,18
ENSG00000141644,0.012996,18
ENSG00000141646,1e-06,18
ENSG00000141655,0.867899,18
ENSG00000141664,1e-06,18
ENSG00000141665,1e-06,18
ENSG00000141668,1e-06,18
ENSG00000141682,0.061679,18
ENSG00000141698,0.999999,17
ENSG00000141699,0.522693,17
ENSG00000141736,0.680489,17
ENSG00000141738,1e-06,17
ENSG00000141741,1e-06,17
ENSG00000141753,0.324201,17
ENSG00000141756,1e-06,17
ENSG00000141759,0.999999,18
ENSG00000141837,0.51896,19
ENSG00000141858,0.999999,19
ENSG00000141867,0.999999,19
ENSG00000141873,0.105128,19
ENSG00000141905,0.999999,19
ENSG00000141933,0.649896,19
ENSG00000141956,0.999999,21
ENSG00000141959,1e-06,21
ENSG00000141965,0.999999,19
ENSG00000141968,1e-06,19
ENSG00000141971,1e-06,19
ENSG00000141985,0.833948,19
ENSG00000141994,0.999999,19
ENSG00000142002,0.67462,19
ENSG00000142039,0.806743,19
ENSG00000142046,1e-06,19
ENSG00000142065,1e-06,19
ENSG00000142082,1e-06,11
ENSG00000142089,0.999999,11
ENSG00000142102,1e-06,11
ENSG00000142149,0.522047,21
ENSG00000142156,0.257336,21
ENSG00000142166,0.273662,21
ENSG00000142168,1e-06,21
ENSG00000142173,0.706602,21
ENSG00000142178,0.999999,21
ENSG00000142185,0.524326,21
ENSG00000142186,0.999999,11
ENSG00000142188,1e-06,21
ENSG00000142192,0.378882,21
ENSG00000142197,0.104615,21
ENSG00000142207,0.999999,21
ENSG00000142208,0.999999,14
ENSG00000142224,1e-06,1
ENSG00000142227,0.999999,19
ENSG00000142230,0.242502,19
ENSG00000142235,0.999999,19
ENSG00000142252,0.702157,19
ENSG00000142279,0.999999,19
ENSG00000142319,0.999999,5
ENSG00000142327,1e-06,2
ENSG00000142330,1e-06,2
ENSG00000142347,0.999999,19
ENSG00000142408,0.366866,19
ENSG00000142409,0.572287,19
ENSG00000142444,1e-06,19
ENSG00000142453,0.249698,19
ENSG00000142459,0.999999,19
ENSG00000142494,0.5455,17
ENSG00000142507,0.959684,17
ENSG00000142512,0.999999,19
ENSG00000142528,0.912298,19
ENSG00000142530,0.62868,19
ENSG00000142534,1e-06,19
ENSG00000142541,0.552302,19
ENSG00000142544,0.134832,19
ENSG00000142546,0.938091,19
ENSG00000142552,0.999999,19
ENSG00000142556,0.403306,19
ENSG00000142583,1e-06,1
ENSG00000142599,0.999999,1
ENSG00000142606,1e-06,1
ENSG00000142621,1e-06,1
ENSG00000142623,0.999999,1
ENSG00000142627,0.555322,1
ENSG00000142632,1e-06,1
ENSG00000142634,0.116548,1
ENSG00000142655,1e-06,1
ENSG00000142657,0.673907,1
ENSG00000142669,1e-06,1
ENSG00000142675,1e-06,1
ENSG00000142676,0.44836,1
ENSG00000142684,1e-06,1
ENSG00000142686,0.753442,1
ENSG00000142687,1e-06,1
ENSG00000142694,0.358477,1
ENSG00000142731,1e-06,4
ENSG00000142733,1e-06,1
ENSG00000142751,1e-06,1
ENSG00000142765,0.999999,1
ENSG00000142784,0.999999,1
ENSG00000142794,0.466629,1
ENSG00000142798,0.094533,1
ENSG00000142856,1e-06,1
ENSG00000142864,0.999999,1
ENSG00000142867,0.280528,1
ENSG00000142871,1e-06,1
ENSG00000142875,0.383074,1
ENSG00000142892,0.999999,1
ENSG00000142910,0.819925,1
ENSG00000142937,0.728043,1
ENSG00000142945,0.384551,1
ENSG00000142949,1e-06,1
ENSG00000142959,1e-06,1
ENSG00000142961,1e-06,1
ENSG00000143013,1e-06,1
ENSG00000143028,0.252721,1
ENSG00000143033,1e-06,1
ENSG00000143061,1e-06,1
ENSG00000143067,0.999999,1
ENSG00000143079,0.524903,1
ENSG00000143093,0.999999,1
ENSG00000143106,1e-06,1
ENSG00000143110,0.411002,1
ENSG00000143119,0.543753,1
ENSG00000143126,0.431961,1
ENSG00000143127,1e-06,1
ENSG00000143147,0.999999,1
ENSG00000143149,0.322476,1
ENSG00000143153,1e-06,1
ENSG00000143155,1e-06,1
ENSG00000143156,0.408448,1
ENSG00000143157,1e-06,1
ENSG00000143158,1e-06,1
ENSG00000143162,0.999999,1
ENSG00000143164,0.564385,1
ENSG00000143167,0.419338,1
ENSG00000143178,0.762371,1
ENSG00000143179,0.148414,1
ENSG00000143183,0.510396,1
ENSG00000143184,0.958498,1
ENSG00000143185,0.997986,1
ENSG00000143190,0.394131,1
ENSG00000143194,1e-06,1
ENSG00000143195,0.998381,1
ENSG00000143198,1e-06,1
ENSG00000143199,1e-06,1
ENSG00000143207,1e-06,1
ENSG00000143217,1e-06,1
ENSG00000143222,1e-06,1
ENSG00000143224,0.999999,1
ENSG00000143226,1e-06,1
ENSG00000143228,0.700252,1
ENSG00000143252,1e-06,1
ENSG00000143256,1e-06,1
ENSG00000143257,0.999999,1
ENSG00000143258,0.79128,1
ENSG00000143294,1e-06,1
ENSG00000143297,0.736723,1
ENSG00000143303,1e-06,1
ENSG00000143314,1e-06,1
ENSG00000143315,0.999999,1
ENSG00000143318,1e-06,1
ENSG00000143319,0.232035,1
ENSG00000143320,0.680342,1
ENSG00000143321,1e-06,1
ENSG00000143322,1e-06,1
ENSG00000143324,0.999999,1
ENSG00000143333,0.03686,1
ENSG00000143337,0.724702,1
ENSG00000143341,1e-06,1
ENSG00000143344,0.999999,1
ENSG00000143353,0.051186,1
ENSG00000143363,1e-06,1
ENSG00000143367,0.315634,1
ENSG00000143368,0.181212,1
ENSG00000143369,0.136075,1
ENSG00000143373,0.314229,1
ENSG00000143374,1e-06,1
ENSG00000143375,1e-06,1
ENSG00000143376,1e-06,1
ENSG00000143379,0.770467,1
ENSG00000143382,1e-06,1
ENSG00000143384,0.999999,1
ENSG00000143387,0.853622,1
ENSG00000143390,1e-06,1
ENSG00000143393,0.381169,1
ENSG00000143398,1e-06,1
ENSG00000143401,0.421989,1
ENSG00000143409,0.060879,1
ENSG00000143412,0.999999,1
ENSG00000143418,0.999999,1
ENSG00000143420,0.406617,1
ENSG00000143434,0.427814,1
ENSG00000143436,0.195262,1
ENSG00000143437,0.512686,1
ENSG00000143442,0.616961,1
ENSG00000143443,1e-06,1
ENSG00000143450,1e-06,1
ENSG00000143457,0.892298,1
ENSG00000143458,1e-06,1
ENSG00000143476,0.381402,1
ENSG00000143479,0.999999,1
ENSG00000143486,1e-06,1
ENSG00000143493,0.856713,1
ENSG00000143494,0.999999,1
ENSG00000143498,0.638236,1
ENSG00000143499,0.159159,1
ENSG00000143507,1e-06,1
ENSG00000143512,0.18177,1
ENSG00000143514,0.999999,1
ENSG00000143515,0.999999,1
ENSG00000143537,1e-06,1
ENSG00000143543,1e-06,1
ENSG00000143545,0.999999,1
ENSG00000143549,1e-06,1
ENSG00000143552,0.80042,1
ENSG00000143553,1e-06,1
ENSG00000143554,1e-06,1
ENSG00000143569,0.065798,1
ENSG00000143570,0.447017,1
ENSG00000143575,0.999999,1
ENSG00000143578,0.897121,1
ENSG00000143590,0.460518,1
ENSG00000143603,0.999999,1
ENSG00000143612,1e-06,1
ENSG00000143614,0.218991,1
ENSG00000143621,0.999999,1
ENSG00000143622,0.907175,1
ENSG00000143624,0.6003,1
ENSG00000143627,0.999999,1
ENSG00000143630,0.026972,1
ENSG00000143631,0.288663,1
ENSG00000143632,1e-06,1
ENSG00000143633,1e-06,1
ENSG00000143641,1e-06,1
ENSG00000143643,1e-06,1
ENSG00000143653,1e-06,1
ENSG00000143669,1e-06,1
ENSG00000143702,1e-06,1
ENSG00000143727,1e-06,2
ENSG00000143740,1e-06,1
ENSG00000143742,0.384936,1
ENSG00000143748,0.841285,1
ENSG00000143751,0.74789,1
ENSG00000143753,0.318819,1
ENSG00000143756,1e-06,1
ENSG00000143761,1e-06,1
ENSG00000143771,1e-06,1
ENSG00000143772,0.999999,1
ENSG00000143774,0.104607,1
ENSG00000143776,0.999999,1
ENSG00000143786,0.042041,1
ENSG00000143793,1e-06,1
ENSG00000143797,0.999999,2
ENSG00000143799,0.49626,1
ENSG00000143801,0.083105,1
ENSG00000143811,1e-06,1
ENSG00000143815,1e-06,1
ENSG00000143816,1e-06,1
ENSG00000143819,0.999999,1
ENSG00000143842,1e-06,1
ENSG00000143847,0.999999,1
ENSG00000143850,1e-06,1
ENSG00000143851,0.999999,1
ENSG00000143858,0.344379,1
ENSG00000143862,1e-06,1
ENSG00000143869,0.625084,2
ENSG00000143870,0.800365,2
ENSG00000143878,0.999999,2
ENSG00000143882,0.999999,2
ENSG00000143889,0.999999,2
ENSG00000143891,0.990674,2
ENSG00000143919,0.49338,2
ENSG00000143924,1e-06,2
ENSG00000143933,0.644823,2
ENSG00000143942,1e-06,2
ENSG00000143947,0.423462,2
ENSG00000143951,1e-06,2
ENSG00000143952,0.019027,2
ENSG00000143970,1e-06,2
ENSG00000143971,0.859476,2
ENSG00000143977,1e-06,2
ENSG00000143994,0.421093,2
ENSG00000144010,0.219699,2
ENSG00000144015,0.261315,2
ENSG00000144021,0.883682,2
ENSG00000144026,1e-06,2
ENSG00000144028,0.844506,2
ENSG00000144029,0.660459,2
ENSG00000144031,0.249129,2
ENSG00000144034,1e-06,2
ENSG00000144036,0.819013,2
ENSG00000144040,0.624985,2
ENSG00000144043,0.16112,2
ENSG00000144045,0.999999,2
ENSG00000144048,1e-06,2
ENSG00000144061,0.102799,2
ENSG00000144115,0.999999,2
ENSG00000144118,1e-06,2
ENSG00000144120,0.999999,2
ENSG00000144134,0.999999,2
ENSG00000144136,0.999999,2
ENSG00000144161,0.089056,2
ENSG00000144182,1e-06,2
ENSG00000144199,0.999999,2
ENSG00000144214,0.117232,2
ENSG00000144218,1e-06,2
ENSG00000144224,1e-06,2
ENSG00000144228,0.139664,2
ENSG00000144231,0.28348,2
ENSG00000144233,1e-06,2
ENSG00000144283,0.999999,2
ENSG00000144306,1e-06,2
ENSG00000144320,1e-06,2
ENSG00000144354,0.753552,2
ENSG00000144355,1e-06,2
ENSG00000144357,0.282249,2
ENSG00000144362,1e-06,2
ENSG00000144369,0.999999,2
ENSG00000144381,0.728022,2
ENSG00000144395,0.999999,2
ENSG00000144401,1e-06,2
ENSG00000144406,1e-06,2
ENSG00000144426,1e-06,2
ENSG00000144445,0.882976,2
ENSG00000144451,1e-06,2
ENSG00000144452,0.964744,2
ENSG00000144455,1e-06,3
ENSG00000144468,0.999999,2
ENSG00000144476,0.999999,2
ENSG00000144485,1e-06,2
ENSG00000144488,0.062014,2
ENSG00000144504,1e-06,2
ENSG00000144524,1e-06,2
ENSG00000144535,1e-06,2
ENSG00000144554,1e-06,3
ENSG00000144559,0.222966,3
ENSG00000144560,0.774592,3
ENSG00000144566,1e-06,3
ENSG00000144567,1e-06,2
ENSG00000144579,1e-06,2
ENSG00000144580,0.999999,2
ENSG00000144589,0.925104,2
ENSG00000144591,0.999999,2
ENSG00000144597,0.004679,3
ENSG00000144635,1e-06,3
ENSG00000144642,0.232447,3
ENSG00000144645,0.32424,3
ENSG00000144647,0.999999,3
ENSG00000144648,0.428317,3
ENSG00000144655,1e-06,3
ENSG00000144659,0.999999,3
ENSG00000144668,0.240637,3
ENSG00000144674,1e-06,3
ENSG00000144677,0.999999,3
ENSG00000144712,0.362878,3
ENSG00000144713,0.178026,3
ENSG00000144724,0.3539,3
ENSG00000144736,0.460442,3
ENSG00000144741,0.047774,3
ENSG00000144744,1e-06,3
ENSG00000144746,0.999999,3
ENSG00000144747,1e-06,3
ENSG00000144749,0.198364,3
ENSG00000144791,0.999999,3
ENSG00000144792,0.114255,3
ENSG00000144802,0.771149,3
ENSG00000144810,0.246919,3
ENSG00000144815,1e-06,3
ENSG00000144821,0.715267,3
ENSG00000144824,0.999999,3
ENSG00000144827,1e-06,3
ENSG00000144834,0.019622,3
ENSG00000144837,0.470901,3
ENSG00000144840,1e-06,3
ENSG00000144843,0.310844,3
ENSG00000144848,0.999999,3
ENSG00000144852,1e-06,3
ENSG00000144857,1e-06,3
ENSG00000144867,0.999999,3
ENSG00000144868,1e-06,3
ENSG00000144893,1e-06,3
ENSG00000144895,1e-06,3
ENSG00000144908,0.999999,3
ENSG00000144909,0.38841,3
ENSG00000144935,1e-06,3
ENSG00000144959,0.811735,3
ENSG00000145002,0.999999,8
ENSG00000145014,1e-06,3
ENSG00000145020,1e-06,3
ENSG00000145022,0.862231,3
ENSG00000145029,0.28761,3
ENSG00000145041,1e-06,3
ENSG00000145050,0.134012,3
ENSG00000145075,0.110099,3
ENSG00000145087,0.559485,3
ENSG00000145088,0.999999,3
ENSG00000145103,0.999999,3
ENSG00000145107,1e-06,3
ENSG00000145113,1e-06,3
ENSG00000145191,1e-06,3
ENSG00000145194,0.776387,3
ENSG00000145198,0.82442,3
ENSG00000145214,1e-06,4
ENSG00000145216,1e-06,4
ENSG00000145217,1e-06,4
ENSG00000145220,0.999999,4
ENSG00000145241,0.692441,4
ENSG00000145244,1e-06,4
ENSG00000145246,0.418498,4
ENSG00000145247,0.86773,4
ENSG00000145248,1e-06,4
ENSG00000145284,0.999999,4
ENSG00000145287,0.980066,4
ENSG00000145293,1e-06,4
ENSG00000145331,1e-06,4
ENSG00000145332,1e-06,4
ENSG00000145335,0.47001,4
ENSG00000145348,1e-06,4
ENSG00000145349,0.631976,4
ENSG00000145354,1e-06,4
ENSG00000145358,1e-06,4
ENSG00000145362,1e-06,4
ENSG00000145365,1e-06,4
ENSG00000145375,0.1831,4
ENSG00000145386,0.150685,4
ENSG00000145388,1e-06,4
ENSG00000145390,0.623056,4
ENSG00000145391,0.999999,4
ENSG00000145414,0.567083,4
ENSG00000145416,1e-06,4
ENSG00000145425,0.999999,4
ENSG00000145439,1e-06,4
ENSG00000145476,1e-06,4
ENSG00000145491,1e-06,5
ENSG00000145494,0.130586,5
ENSG00000145495,0.890679,5
ENSG00000145506,0.999999,5
ENSG00000145536,0.999999,5
ENSG00000145545,1e-06,5
ENSG00000145555,0.968137,5
ENSG00000145569,0.999999,5
ENSG00000145592,0.855722,5
ENSG00000145604,1e-06,5
ENSG00000145623,0.757299,5
ENSG00000145632,0.999999,5
ENSG00000145675,0.136547,5
ENSG00000145685,1e-06,5
ENSG00000145687,0.999999,5
ENSG00000145700,0.400515,5
ENSG00000145703,1e-06,5
ENSG00000145715,0.665124,5
ENSG00000145723,1e-06,5
ENSG00000145725,1e-06,5
ENSG00000145730,1e-06,5
ENSG00000145734,0.811791,5
ENSG00000145736,0.351292,5
ENSG00000145740,0.373579,5
ENSG00000145741,0.082379,5
ENSG00000145743,0.999999,5
ENSG00000145757,1e-06,5
ENSG00000145777,0.155279,5
ENSG00000145779,0.32281,5
ENSG00000145780,0.999999,5
ENSG00000145781,0.649409,5
ENSG00000145782,1e-06,5
ENSG00000145794,1e-06,5
ENSG00000145817,0.264895,5
ENSG00000145819,0.999999,5
ENSG00000145824,0.282979,5
ENSG00000145833,0.57186,5
ENSG00000145850,0.380895,5
ENSG00000145860,0.999999,5
ENSG00000145864,0.999999,5
ENSG00000145868,0.901476,5
ENSG00000145882,0.926743,5
ENSG00000145888,1e-06,5
ENSG00000145901,0.027553,5
ENSG00000145907,1e-06,5
ENSG00000145908,0.351046,5
ENSG00000145911,0.999999,5
ENSG00000145912,0.999999,5
ENSG00000145916,0.999999,5
ENSG00000145919,0.733656,5
ENSG00000145934,1e-06,5
ENSG00000145936,0.999999,5
ENSG00000145945,0.358019,6
ENSG00000145949,0.087017,6
ENSG00000145979,0.074235,6
ENSG00000145982,0.25973,6
ENSG00000145990,1e-06,6
ENSG00000145996,0.999999,6
ENSG00000146005,0.809255,5
ENSG00000146007,1e-06,5
ENSG00000146013,1e-06,5
ENSG00000146021,1e-06,5
ENSG00000146038,0.999999,6
ENSG00000146054,1e-06,5
ENSG00000146063,2.4e-05,5
ENSG00000146066,0.148364,5
ENSG00000146067,1e-06,5
ENSG00000146072,0.999999,6
ENSG00000146083,0.071632,5
ENSG00000146085,0.380984,6
ENSG00000146094,0.162385,5
ENSG00000146109,1e-06,6
ENSG00000146112,1e-06,6
ENSG00000146122,0.999999,6
ENSG00000146143,1e-06,6
ENSG00000146166,0.764608,6
ENSG00000146192,1e-06,6
ENSG00000146197,1e-06,6
ENSG00000146205,0.353501,2
ENSG00000146215,0.805502,6
ENSG00000146216,0.253923,6
ENSG00000146221,0.224169,6
ENSG00000146223,1e-06,6
ENSG00000146232,0.926257,6
ENSG00000146242,0.999999,6
ENSG00000146243,0.219159,6
ENSG00000146247,0.996414,6
ENSG00000146263,0.575412,6
ENSG00000146278,0.999999,6
ENSG00000146281,0.88362,6
ENSG00000146282,0.613931,6
ENSG00000146285,0.999999,6
ENSG00000146350,0.999999,6
ENSG00000146373,0.999999,6
ENSG00000146376,1e-06,6
ENSG00000146386,0.999999,6
ENSG00000146409,0.999999,6
ENSG00000146410,0.56513,6
ENSG00000146411,0.999999,6
ENSG00000146414,1e-06,6
ENSG00000146416,0.999999,6
ENSG00000146425,0.517789,6
ENSG00000146426,0.471834,6
ENSG00000146433,0.999999,6
ENSG00000146453,0.505175,6
ENSG00000146457,1e-06,6
ENSG00000146463,0.280682,1
ENSG00000146477,0.207063,6
ENSG00000146530,1e-06,7
ENSG00000146535,0.940032,7
ENSG00000146540,0.80514,7
ENSG00000146556,0.999999,2
ENSG00000146574,0.166419,7
ENSG00000146576,1e-06,7
ENSG00000146592,0.999999,7
ENSG00000146648,1e-06,7
ENSG00000146670,0.804783,11
ENSG00000146674,1e-06,7
ENSG00000146676,0.24843,7
ENSG00000146701,0.345061,7
ENSG00000146707,0.999999,7
ENSG00000146729,0.999999,7
ENSG00000146731,0.889697,7
ENSG00000146733,1e-06,7
ENSG00000146755,1e-06,7
ENSG00000146757,1e-06,7
ENSG00000146776,1e-06,7
ENSG00000146802,0.02854,7
ENSG00000146826,1e-06,7
ENSG00000146828,1e-06,7
ENSG00000146830,0.999999,7
ENSG00000146833,0.999999,7
ENSG00000146834,0.067355,7
ENSG00000146842,0.742899,7
ENSG00000146856,0.999999,7
ENSG00000146858,0.442131,7
ENSG00000146859,0.999999,7
ENSG00000146872,0.999999,17
ENSG00000146904,1e-06,7
ENSG00000146909,0.442115,7
ENSG00000146963,0.756689,7
ENSG00000147316,0.305771,8
ENSG00000147324,0.99958,8
ENSG00000147364,0.677818,8
ENSG00000147408,0.999999,8
ENSG00000147416,1e-06,8
ENSG00000147419,0.894806,8
ENSG00000147421,0.999999,8
ENSG00000147434,0.999999,8
ENSG00000147437,0.529241,8
ENSG00000147439,1e-06,8
ENSG00000147443,1e-06,8
ENSG00000147454,0.66992,8
ENSG00000147457,0.479693,8
ENSG00000147459,0.999999,8
ENSG00000147465,0.548504,8
ENSG00000147471,0.86164,8
ENSG00000147475,1e-06,8
ENSG00000147485,0.999999,8
ENSG00000147509,0.333887,8
ENSG00000147526,1e-06,8
ENSG00000147533,0.999999,8
ENSG00000147536,1e-06,8
ENSG00000147548,0.086633,8
ENSG00000147570,0.076015,8
ENSG00000147573,0.701349,8
ENSG00000147576,1e-06,8
ENSG00000147586,0.010779,8
ENSG00000147592,1e-06,8
ENSG00000147601,0.574099,8
ENSG00000147604,0.999999,8
ENSG00000147606,0.093231,8
ENSG00000147642,0.866532,8
ENSG00000147647,1e-06,8
ENSG00000147649,0.999999,8
ENSG00000147650,0.999999,8
ENSG00000147654,1e-06,8
ENSG00000147669,1e-06,8
ENSG00000147677,0.999999,8
ENSG00000147679,0.325692,8
ENSG00000147684,0.864047,8
ENSG00000147687,0.970765,8
ENSG00000147724,0.999999,8
ENSG00000147789,1e-06,8
ENSG00000147799,0.701218,8
ENSG00000147804,0.999999,8
ENSG00000147852,1e-06,9
ENSG00000147853,0.678477,9
ENSG00000147854,1e-06,9
ENSG00000147862,0.999999,9
ENSG00000147872,0.626699,9
ENSG00000147874,0.999999,9
ENSG00000147883,1e-06,9
ENSG00000147889,0.392504,9
ENSG00000147894,0.999999,9
ENSG00000147905,0.151343,9
ENSG00000147912,0.934028,9
ENSG00000147955,0.999999,9
ENSG00000148019,0.004024,9
ENSG00000148053,0.999999,9
ENSG00000148057,1e-06,9
ENSG00000148090,0.41515,9
ENSG00000148110,1e-06,9
ENSG00000148120,0.999999,9
ENSG00000148143,0.888386,9
ENSG00000148153,0.999999,9
ENSG00000148154,0.741141,9
ENSG00000148158,0.999999,9
ENSG00000148175,0.999999,9
ENSG00000148180,0.340812,9
ENSG00000148187,0.914159,9
ENSG00000148200,0.999999,9
ENSG00000148204,1e-06,9
ENSG00000148218,0.999999,9
ENSG00000148219,1e-06,9
ENSG00000148225,0.372717,9
ENSG00000148229,0.999999,9
ENSG00000148248,0.275997,9
ENSG00000148288,0.803848,9
ENSG00000148290,0.797847,9
ENSG00000148291,0.999999,9
ENSG00000148296,0.891794,9
ENSG00000148297,0.173127,9
ENSG00000148300,0.961872,9
ENSG00000148303,0.999999,9
ENSG00000148308,0.723868,9
ENSG00000148331,0.701926,9
ENSG00000148334,0.999999,9
ENSG00000148335,0.672142,9
ENSG00000148337,0.999999,9
ENSG00000148339,1e-06,9
ENSG00000148341,0.999999,9
ENSG00000148343,1e-06,9
ENSG00000148356,1e-06,9
ENSG00000148357,1e-06,9
ENSG00000148358,1e-06,9
ENSG00000148362,0.999999,9
ENSG00000148377,0.999999,10
ENSG00000148384,0.999999,9
ENSG00000148396,0.580829,9
ENSG00000148399,1e-06,9
ENSG00000148400,0.999999,9
ENSG00000148408,0.999999,9
ENSG00000148411,0.543176,9
ENSG00000148426,0.072378,10
ENSG00000148429,0.999999,10
ENSG00000148444,1e-06,10
ENSG00000148450,0.679011,10
ENSG00000148459,0.999999,10
ENSG00000148468,0.999999,10
ENSG00000148481,1e-06,10
ENSG00000148484,1e-06,10
ENSG00000148498,0.70634,10
ENSG00000148516,1e-06,10
ENSG00000148572,0.999999,10
ENSG00000148600,0.687455,10
ENSG00000148606,0.999999,10
ENSG00000148634,0.802592,10
ENSG00000148655,1e-06,10
ENSG00000148660,1e-06,10
ENSG00000148671,0.237025,10
ENSG00000148672,1e-06,10
ENSG00000148677,0.484375,10
ENSG00000148688,1e-06,10
ENSG00000148690,1e-06,10
ENSG00000148700,1e-06,10
ENSG00000148719,0.999999,10
ENSG00000148730,1e-06,10
ENSG00000148735,0.848244,10
ENSG00000148737,0.744688,10
ENSG00000148773,0.999999,10
ENSG00000148798,1e-06,10
ENSG00000148803,1e-06,10
ENSG00000148814,1e-06,10
ENSG00000148824,0.091328,10
ENSG00000148832,1e-06,10
ENSG00000148834,0.530096,10
ENSG00000148835,0.840795,10
ENSG00000148840,0.999999,10
ENSG00000148841,1e-06,10
ENSG00000148842,1e-06,10
ENSG00000148843,1e-06,10
ENSG00000148848,1e-06,10
ENSG00000148908,1e-06,10
ENSG00000148925,1e-06,11
ENSG00000148926,0.541927,11
ENSG00000148935,1e-06,11
ENSG00000148943,1e-06,11
ENSG00000148948,0.999999,11
ENSG00000148950,1e-06,11
ENSG00000148985,0.642148,11
ENSG00000149016,0.389272,11
ENSG00000149043,0.187764,11
ENSG00000149050,1e-06,11
ENSG00000149054,0.467538,11
ENSG00000149084,0.84037,11
ENSG00000149089,0.410068,11
ENSG00000149091,1e-06,11
ENSG00000149100,1e-06,11
ENSG00000149115,0.999999,11
ENSG00000149131,0.610245,11
ENSG00000149136,0.999999,11
ENSG00000149150,0.999999,11
ENSG00000149177,0.779947,11
ENSG00000149179,0.336166,11
ENSG00000149182,0.792793,11
ENSG00000149187,1e-06,11
ENSG00000149196,0.39408,11
ENSG00000149201,0.999999,11
ENSG00000149212,0.999999,11
ENSG00000149218,0.999999,11
ENSG00000149231,0.999999,11
ENSG00000149243,0.349764,11
ENSG00000149256,1e-06,11
ENSG00000149257,1e-06,11
ENSG00000149260,1e-06,11
ENSG00000149262,0.767312,11
ENSG00000149269,1e-06,11
ENSG00000149273,0.999999,11
ENSG00000149289,1e-06,11
ENSG00000149292,0.999999,11
ENSG00000149294,1e-06,11
ENSG00000149308,0.120547,11
ENSG00000149311,1e-06,11
ENSG00000149313,1e-06,11
ENSG00000149328,0.999999,11
ENSG00000149346,0.062746,20
ENSG00000149357,0.71217,11
ENSG00000149380,0.304441,11
ENSG00000149403,0.999999,11
